Id,Date,Location of Spaces,No of Spaces,Purpose,Date Suspended,Date Expired,Amount Paid
1630,04-Aug-06,Gloucester Street South,4,The free-flow of traffic,08-Aug-06,11-Aug-06,608.00
1631,09-Aug-06,Capel Street,3,Broadcast,17-Aug-06,17-Aug-06,114.00
1632,10-Aug-06,Parnell Street,1,Loading,10-Aug-06,11-Aug-06,76.00
1633,14-Aug-06,Burlington Road (Next to pay station),5,Site Compound,15-Aug-06,14-Sep-06,0.00
1634,14-Aug-06,Gloucester Street,4,Allow Traffic to Flow Freely,14-Aug-06,18-Aug-06,760.00
1635,14-Aug-06,Prince's Street,4,Allow Traffic to Flow Freely,14-Aug-06,18-Aug-06,760.00
1636,14-Aug-06,Kingsland Parade,2,Film Vehicles,18-Aug-06,18-Aug-06,60.80
1637,14-Aug-06,Lennox Street,6,Film Vehicles,18-Aug-06,18-Aug-36,182.40
1638,14-Aug-06,D'Olier Street,2,WKD Double Decker Bus,02-Sep-06,02-Sep-06,76.00
1639,18-Aug-06,Fitzwilliam Square Upper,3,Parking Of A Cherry-Picker,21-Aug-06,25-Aug-06,570.00
1640,16-Aug-06,Portobello Road,2,Film Vehicles,18-Aug-06,18-Aug-06,60.80
1641,16-Aug-06,Ailesbury Road,8,Film Vehicles,22-Aug-06,22-Aug-06,202.40
1642,16-Aug-06,Adelaide Road,8,,25-Aug-06,25-Aug-06,304.00
1643,16-Aug-06,Various on Liffey Quayside,2,Maintenance of bridge lights,16-Aug-06,25-Oct-06,0.00
1644,16-Aug-06,Cook Street,10,Outside Broadcast,17-Aug-06,19-Aug-06,0.00
1645,16-Aug-06,Fishamble Street,4,Outside Broadcast,17-Aug-06,19-Aug-06,0.00
1646,17-Aug-06,Sandwith Street & Hanover Street East,All spaces,Grand opening of Pearse House,29-Aug-06,29-Aug-06,0.00
1647,17-Aug-06,97-100 Francis St Dublin 8,4,To facilitate building works,18-Aug-06,18-Aug-06,121.60
1648,17-Aug-06,49-53 Francis St. Dublin 8,5,To facilitate building works,18-Aug-06,18-Aug-06,190.00
1649,18-Aug-06,Townsend Street,2,To allow traffic to flow freely,19-Aug-06,19-Aug-06,76.00
1650,18-Aug-06,Princes Street,4,To allow traffic to flow freely,19-Aug-06,26-Aug-06,"1,064.00"
1651,18-Aug-06,Gloucester Street,4,To allow traffic to flow freely,19-Aug-06,26-Aug-06,"1,064.00"
1652,18-Aug-06,St. Stephen's Green,4,An Outside Broadcast Unit,08-Sep-06,08-Sep-06,152.00
1653,18-Aug-06,Adelaide Road,4,The Unloading Of A Removals Van,21-Aug-06,22-Aug-06,304.00
1654,18-Aug-06,Fishamble Street,An Additional 2,Vehicles To Support Filming,22-Aug-06,22-Aug-06,76.00
1655,18-Aug-06,Parnell Street,1,Loading / Unloading,21-Aug-06,23-Aug-06,38.00
1656,18-Aug-06,Fitzwilliam Square,2,The Loading / Unloading Of Furniture,30-Aug-06,30-Aug-06,76.00
1657,18-Aug-06,Fitzwilliam Place,4,The Parking Of An Outside Broadcast Unit,06-Sep-06,06-Sep-06,152.00
1658,21-Aug-06,Shelbourne Road,4,The Parking Of An Outside Broadcast Unit,11-Oct-06,11-Oct-06,152.00
1659,21-Aug-06,Haddington Road,4,The Parking Of An Outside Broadcast Unit,11-Nov-06,11-Nov-06,152.00
1660,21-Aug-06,Shelbourne Road,4,The Parking Of An Outside Broadcast Unit,15-Nov-06,15-Nov-06,152.00
1661,21-Aug-06,Haddington Road,4,The Parking Of An Outside Broadcast Unit,18-Nov-06,18-Nov-06,152.00
1662,21-Aug-06,Shelbourne Road,4,The Parking Of An Outside Broadcast Unit,26-Nov-06,26-Nov-06,152.00
1663,22-Aug-06,146 Parnel St. Dublin 1,1,Loading to building site,21-Aug-06,23-Aug-06,114.00
1664,22-Aug-06,Townsend St,2,Loading/unloading to building site,23-Aug-06,23-Aug-06,76.00
1665,24-Aug-06,Townsend St,2,Loading/unloading to building site,24-Aug-06,26-Aug-06,228.00
1666,24-Aug-06,Gloucester St,4,Facilitate traffic movement,28-Aug-06,02-Sep-06,912.00
1667,24-Aug-06,Pembroke Road,8,Vehicles on standby for filming at 53 Pembroke Rd,25-Aug-06,25-Aug-06,304.00
1668,24-Aug-06,Parnell St. Dublin 1,1,Loading and Unloading to building site,24-Aug-06,25-Aug-06,76.00
1669,24-Aug-06,Parnell St. Dublin 1,1,Loading and unloading to buiilding site,28-Aug-06,01-Sep-06,190.00
1670,25-Aug-06,Montaque St,6,Filming,28-Aug-06,28-Aug-06,228.00
1671,25-Aug-06,Grantham St,9,Filming,28-Aug-06,28-Aug-06,342.00
1672,25-Aug-06,Parnell Sq. East,2,Filming,28-Aug-06,28-Aug-06,76.00
1673,25-Aug-06,Lr. Dominic St,2,Placing of hoist,28-Aug-06,02-Sep-06,76.00
1674,25-Aug-06,Francis St,2,Loading/unloading to building site,26-Aug-06,26-Aug-06,60.80
1675,25-Aug-06,Francis St,5,Loading/unloading to building site,26-Aug-06,26-Aug-06,190.00
1676,29-Aug-06,Henrietta Street,34,Film Set,12-Sep-06,14-Sep-06,"3,876.00"
1677,30-Aug-06,Beechwood Avenue Lower,2,Delivery Of Fixtures & Fittings,01-Sep-06,01-Sep-06,50.60
1678,30-Aug-06,Essex Street West,4,An Outside Broadcast,31-Aug-06,31-Aug-06,152.00
1679,31-Aug-06,3 Derrynane Gardens,1,Permanent removal of parking space,,,"2,100.00"
1680,01-Sep-06,St. Stephens Green (Outside Dandelion Restaurant),3,Broadcast,09-Sep-06,09-Sep-06,114.00
1681,01-Sep-06,Gloucester Street,4,To allow traffic to flow freely,04-Sep-06,08-Sep-06,760.00
1682,01-Sep-06,Townsend Street,2,To allow traffic to flow freely,02-Sep-06,02-Sep-06,76.00
1683,01-Sep-06,Victoria Quay,1,Parking During An Exhibition At Ormond Quay,11-Sep-06,13-Sep-06,75.90
1684,01-Sep-06,Parnell Street,1,Loading / Unloading,04-Sep-06,08-Sep-06,190.00
1685,01-Sep-06,D'Olier Street,1,Marketing Purposes / Parking Of The WKD Bus,02-Sep-06,02-Sep-06,38.00
1686,01-Sep-06,Lower Dominic Street,2,The Placing Of A Hoist,04-Sep-06,09-Sep-06,456.00
1687,04-Sep-06,D'Olier Street,3,Fundraising,23-Oct-06,31-Oct-06,0.00
1688,05-Sep-06,Castle Street,4,The Parking Of An Outside Broadcast Unit,09-Sep-06,09-Sep-06,152.00
1689,05-Sep-06,Stephens Green,25,Film Productions,18-Sep-06,18-Sep-06,950.00
1690,05-Sep-06,Chantham Row,4,Film Productions,18-Sep-06,18-Sep-06,152.00
1691,05-Sep-06,Northwall Quay,4,Outside Broadcast,09-Oct-06,09-Oct-06,101.20
1692,05-Jun-06,Northwall Quay,4,Outside Broadcast,10-Oct-06,10-Oct-06,0.00
1693,05-Sep-06,Northwall Quay,4,Outside Broadcast,13-Oct-06,13-Oct-06,0.00
1694,05-Sep-06,Baggott Street Upper,2,Film Vehicle,14-Sep-06,14-Sep-06,76.00
1695,05-Sep-06,Eastmoreland Place,6,Film Vehicle,14-Sep-06,14-Sep-06,228.00
1696,05-Sep-06,Windsor Terrace,2,Film Vehicle,07-Sep-06,07-Sep-06,60.80
1697,05-Sep-06,Portobello Road,2,Film Vehicle,07-Sep-06,07-Sep-06,60.80
1698,05-Sep-06,Bloomfield Avenue (Portobello),3,Film Vehicle,07-Sep-06,07-Sep-06,91.20
1699,05-Sep-06,Mespil Road,6,Film Vehicle,14-Sep-06,14-Sep-06,228.00
1700,05-Sep-06,St Stephens Green,4,Roadhog,13-Oct-06,13-Oct-06,152.00
1701,05-Sep-06,Fishamble Street,6,Film Vehicle,13-Sep-06,13-Sep-06,228.00
1702,08-Sep-06,Townsend Street,2,To allow traffic to flow freely,11-Sep-06,15-Sep-06,380.00
1703,08-Sep-06,Gloucester Street,4,To allow traffic to flow freely,11-Sep-06,15-Sep-06,760.00
1704,11-Sep-06,"140, Parnell St. Dublin 1",2,Loading/Unloading,11-Sep-06,15-Sep-06,456.00
1705,11-Sep-06,Outside Rubicon Gallery/Pesto restaurant,2,Pink Ribbon Day,29-Sep-06,29-Sep-06,0.00
1706,11-Sep-06,160 Shelbourne Road,4,Access to Site,13-Sep-06,13-Oct-06,"2,918.00"
1707,11-Sep-06,Dominic Street Flats,4,Positining Crane,11-Sep-06,16-Sep-06,912.00
1708,12-Sep-06,26 Sth William St.,1,Delivery of Materials,12-Sep-06,15-Sep-06,114.00
1709,12-Sep-06,"Somerset Street, Ringsend",10,To facilate Filiming,15-Sep-06,15-Sep-06,304.00
1710,15-Sep-06,Townsend Street,2,To allow traffic to flow freely,16-Sep-06,16-Sep-06,76.00
1711,15-Sep-06,Townsend Street,2,To allow traffic to flow freely,18-Sep-06,22-Sep-06,456.00
1712,15-Sep-06,Gloucester Street,4,To Allow traffic to flow freely,18-Sep-06,22-Sep-06,912.00
1713,15-Sep-06,Princes  Street,4,To allow traffic to flow freely,18-Sep-06,20-Sep-06,456.00
1714,15-Sep-06,Mount Street Cresent,4,Filiming,19-Sep-06,19-Sep-06,152.00
1715,15-Sep-06,South Anne Street,6,Parking of Film Unit,28-Sep-06,28-Sep-06,228.00
1716,15-Sep-06,Mount Street Lower,12,Parking of Film Unit,27-Sep-06,27-Sep-06,456.00
1717,15-Sep-06,Wellington Road,12,Parking of Film Unit,02-Oct-06,02-Oct-06,456.00
1718,15-Sep-06,29 Upper Mount Street,3,Relocation of Office,30-Sep-06,30-Sep-06,114.00
1719,18-Sep-06,"South Anne Street, Dublin 2",4,To Facilate Filiming,19-Sep-06,19-Sep-06,152.00
1720,18-Sep-06,Mayor Street Lower IFSC,4,To Facilate Filiming,03-Oct-06,03-Sep-06,152.00
1721,19-Sep-06,Fishamble Street,6,To facilate Parking of film vehicles,25-Sep-06,26-Sep-06,456.00
1722,19-Sep-06,Inchicore Road,20,To Facilate Parking of film vehicles,06-Oct-06,06-Oct-06,0.00
1723,11-Oct-06,Inchicore Road,20,Filming,19-Oct-06,19-Oct-06,380.00
1724,19-Sep-06,Camden Row,12,To Facilate Parking of Film Vehicles,09-Oct-06,10-Oct-06,912.00
1725,21-Sep-06,DIT Kevin Street,5,Showcasing of 5 axle HGV,27-Sep-06,27-Sep-06,190.00
1726,21-Sep-06,Arran Street East,2,Part of Arts Programme,05-Oct-06,08-Oct-06,304.00
1727,21-Sep-06,Fitzwilliam Square North,4,Parking of Film Unit,22-Sep-06,22-Sep-06,152.00
1728,21-Sep-06,"49/50  Francis Street, Dublin 8",2,Construction Sub Contractor Vehicles,22-Sep-06,23-Sep-06,121.60
1729,21-Sep-06,Townsend Street,2,To Allow traffic to Flow freely,25-Sep-06,29-Sep-06,380.00
1730,21-Sep-06,Gloucester Street,4,To allow traffic to flow freely,25-Sep-06,29-Sep-06,760.00
1731,22-Sep-06,Clarendon Street,4,Parking of Film Vehicles,27-Sep-06,27-Sep-06,228.00
1732,22-Sep-06,"Haymarket, Smithfield Dn. 7",2,Loading and Storage,22-Sep-06,26-Sep-06,0.00
1733,22-Sep-06,146 Parnell Street. Dn 1,1,Loading/Unloading,25-Sep-06,29-Sep-06,190.00
1734,26-Sep-06,Nassau  Street(Celtic Note),3,Outside Broadcast,03-Oct-06,03-Oct-06,114.00
1735,26-Sep-06,Outside 29 Vernon Ave,1,Permanent Removal of Parking Space,26-Oct-06,,"2,100.00"
1736,26-Sep-06,Stephens Green(outside Dandeloin),3,Outside Broadcast),02-Oct-06,02-Oct-06,114.00
1737,27-Sep-06,Shelbourne Road,4,Outside Broadcast,11-Oct-06,11-Oct-06,121.60
1738,27-Sep-06,146 Parnell Street,1,Loading/Unloading,02-Oct-06,20-Oct-06,570.00
1739,28-Sep-06,Peters Street,25,Parking of Film Vehicles,09-Oct-06,10-Oct-06,"1,900.00"
1740,28-Sep-06,Peters Row,14,Parking of Film Vehicles,09-Oct-06,10-Oct-06,"1,064.00"
1741,28-Sep-06,Gloucester Street,4,To allow traffic to flow freely,02-Oct-06,02-Oct-06,152.00
1742,29-Sep-06,Site Storage Area(outside Leinster House) Kildare Street,5,Site Storage Area,19-Sep-06,14-Oct-06,0.00
1743,29-Sep-06,Fitzwilliam Street,4,Access to site,02-Oct-06,07-Oct-06,456.00
1744,02-Oct-06,Stephens Green,4,Roadhog(outside Dandeloin),27-Oct-06,27-Oct-06,152.00
1745,02-Oct-06,Merrion Square South(Both Sides),All,Adidas Dublin City Marathon,28-Oct-06,30-Oct-06,0.00
1746,02-Oct-06,Merrion Square West,All,Adidas Dublin City Marathon,28-Oct-06,30-Oct-06,0.00
1747,03-Oct-06,Stephens Green(outside Dandeloin),3,Outside Broadcast(World Animal Week),04-Oct-06,04-Oct-06,0.00
1748,04-Oct-06,Inchiciore  Road,10, Parking of Filiming Vehicles,05-Oct-06,05-Oct-06,190.00
1749,04-Oct-06,Inchicore Road,10,Parking of Filiming Vehicles,09-Oct-06,09-Oct-06,0.00
1750,04-Oct-06,Jervis Street,3,Parking of Truck,05-Oct-06,08-Oct-06,342.00
1751,04-Oct-06,Swifts Row,3,Promotional Vehicle,05-Oct-06,05-Oct-06,114.00
1752,06-Oct-06,Castle Street,4,Facilitate filming,07-Oct-06,07-Oct-06,152.00
1753,06-Oct-06,Inchicore Road,20,Facilitate filming,07-Oct-06,07-Oct-06,380.00
1754,06-Oct-06,Fitzwilliam Street,4,Access to site,09-Oct-06,11-Oct-06,228.00
1755,09-Oct-06,Stephens Green,4,Roadhog,14-Dec-06,14-Dec-06,152.00
1756,09-Oct-06,Gloucester Street,4,To Allow traffic to flow freely,09-Oct-06,09-Oct-06,152.00
1757,11-Oct-06,Beatty's Avenue,3,Completion of Contract to Reinforce River Wall,16-Oct-06,23-Oct-06,0.00
1758,11-Oct-06,Victoria Quay/ Rory O' Moore Bridge,2,Completion of Contract to Reinforce River Wall,16-Oct-06,20-Oct-06,0.00
1759,12-Oct-06,Ship Street,4,Filiming Vehicles,12-Oct-06,12-Oct-06,152.00
1760,12-Oct-06,Castle Street,4,Filiming Vehicles,12-Oct-06,12-Oct-06,152.00
1761,12-Oct-06,Haddington Road,4,Roadhog,21-Oct-06,21-Oct-06,152.00
1762,12-Oct-06,Pembroke Road,4,Outside Broadcast,26-Nov-06,26-Nov-06,152.00
1763,12-Oct-06,Gloucester Street,4,Allow traffic to flow freely,13-Oct-06,13-Oct-06,152.00
1764,12-Oct-06,Townsend Street,2,Allow traffic to flow freely,13-Oct-06,13-Oct-06,76.00
1765,13-Oct-06,Smithfield Square-South East Corner(Nth. Of Luas Line),12,Eqipment -Packing and deliveries,01-Nov-06,10-Nov-06,0.00
1766,13-Oct-06,Barrow Street,12,Film Unit,20-Oct-06,20-Oct-06,364.80
1767,13-Oct-06,Cardiff Lane off Sir John Rogersons Quay,5,Parking Dressing Room Vehicles,17-Oct-06,17-Oct-06,152.00
1768,13-Oct-06,St. Stephens Green,4,Outside Broadcast,26-Oct-06,26-Oct-06,152.00
1769,13-Oct-06,Fitzwilliam Street,4,Access to Site,12-Oct-06,12-Dec-06,"4,082.00"
1770,23-Oct-06,Capel Street,75,Marathon Run,30-Oct-06,30-Oct-06,0.00
1771,23-Oct-06,South William Street,4,Removal Van,26-Oct-06,26-Oct-06,152.00
1772,23-Oct-06,Ely Place,5,Drop Off Point,04-Nov-06,04-Nov-06,190.00
1773,23-Oct-06,Clanwilliam Terrace,8,Parking of Film Vehicles,25-Oct-06,25-Oct-06,243.20
1774,24-Oct-06,Gloucester Street,4,Allow traffic to flow freely,25-Oct-06,25-Oct-06,152.00
1775,24-Oct-06,Newmarket Square,All,Halloween Event,31-Oct-06,31-Oct-06,0.00
1776,24-Oct-06,Bride Street,6,Filming,25-Oct-06,25-Oct-06,228.00
1777,24-Oct-06,Cook Street,15,Filming,25-Oct-06,25-Oct-06,570.00
1778,24-Oct-06,Henrietta Street,1,Contruction Work (Van Reg. 05KE  4313),25-Oct-06,15-Nov-06,532.00
1779,24-Oct-06,Ross Road,12,Filming,25-Oct-06,25-Oct-06,456.00
1780,13-Oct-06,Bond Street,7,Film Unit,23-Oct-06,23-Oct-06,177.10
1781,13-Oct-06,2 Carlton Villas Shelbourne Road,2,Tree Works,14-Oct-06,14-Oct-06,60.80
1782,26-Oct-06,Gloucester Street,4,Traffic to flow freely,01-Nov-06,01-Nov-06,152.00
1783,16-Oct-06,Barrow Street Ringsend,12,Film  Vehicles,26-Oct-06,26-Oct-06,228.00
1784,17-Oct-06,"21-26,St. Augustine Street",3,Parking of Tipper Lorries,18-Oct-06,30-Oct-06,820.80
1785,17-Oct-06,Clontarf Road,4,Outside Broadcast,25-Oct-06,25-Oct-06,76.00
1786,18-Oct-06,Drumcondra Road,4,Roadhog,23-Oct-06,23-Oct-06,76.00
1787,19-Oct-06,Wilton Terrace,2,Office Move,28-Oct-06,28-Oct-06,76.00
1788,19-Oct-06,Wilton Terrace,2,Office Move,04-Nov-06,04-Nov-06,76.00
1789,19-Oct-06,Lower Baggot Street,4,Office Move,04-Nov-06,04-Nov-06,152.00
1790,19-Oct-06,Mountpleasant Square,16,Vehicles for Film Shoot,01-Nov-06,01-Nov-06,486.40
1791,19-Oct-06,Upper Mount Street,25,Vehicles for Film Shoot,04-Nov-06,04-Nov-06,950.00
1792,19-Oct-06,Upper Mount Street,25,Vehicles for Film Shoot,11-Nov-06,11-Nov-06,950.00
